reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c	nan	nan	nan	0.0
gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c	nan	nan	nan	0.0
atp_c + gtp_c --> amp_c + gdptp_c + h_c	83.9550359058	-20.550825849	-20.550825849	13.5212599338
gtp_c + h2o_c + h_c --> nh4_c + xtp_c	nan	nan	nan	0.0
gtp_e <=> gtp_p	0.0	0.0	0.0	0.0
gua_c + h2o_c + h_c --> nh4_c + xan_c	nan	nan	nan	0.0
gua_c + prpp_c --> gmp_c + ppi_c	nan	nan	nan	0.0
gua_p + h_p --> gua_c + h_c	0.0	0.0	0.0	0.0
gua_e <=> gua_p	0.0	0.0	0.0	0.0
gua_p <=> gua_c	0.0	0.0	0.0	0.0
glcur_c <=> fruur_c	0.636058378937	0.631171177367	0.631171177367	0.891234087714
galur_c <=> tagur_c	nan	nan	nan	0.0
glcur1p_p + h2o_p --> glcur_p + pi_p	nan	nan	nan	0.0
h2o2_e <=> h2o2_p	0.0	0.0	0.0	0.0
h2o_e <=> h2o_p	0.0	0.0	0.0	0.0
h2o_p <=> h2o_c	0.0	0.0	0.0	0.0
h2s_c + 2.0 o2_c --> 2.0 h_c + so4_c	nan	nan	nan	0.0
h2s_c --> h2s_p	0.0	0.0	0.0	0.0
h2s_e <=> h2s_p	0.0	0.0	0.0	0.0
h2_e <=> h2_p	0.0	0.0	0.0	0.0
h2_p <=> h2_c	0.0	0.0	0.0	0.0
3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c	65.5091535624	21.9906949637	21.9906949637	0.566822681812
3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c	65.5091535624	21.9569475336	21.9569475336	0.566822681812
3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c	65.5091535624	21.9280054454	21.9280054454	0.566822681812
3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c	65.5091535624	21.9280054454	21.9280054454	0.566822681812
3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c	65.5091535624	21.9280054454	21.9280054454	0.566822681812
3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c	65.5091535624	21.9280054454	21.9280054454	0.566822681812
3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c	65.5091535624	21.9280054454	21.9280054454	0.566822681812
3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c	65.5091535624	21.9280054454	21.9280054454	0.566822681812
4hbz_c + octdp_c --> 3ophb_c + ppi_c	nan	nan	nan	0.0
3hcinnm_p + h_p <=> 3hcinnm_c + h_c	0.0	0.0	0.0	0.0
3hcinnm_e <=> 3hcinnm_p	0.0	0.0	0.0	0.0
co2_c + h2o_c <=> h_c + hco3_c	nan	nan	nan	0.0
amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c	44.1822995071	3.11599660279	3.11599660279	195996.398775
hcys__L_c + mmet_c --> h_c + 2.0 met__L_c	44.1822995071	3.10633340812	3.10633340812	195996.398775
hdca_e --> hdca_p	0.0	0.0	0.0	0.0
hdcea_e --> hdcea_p	0.0	0.0	0.0	0.0
hdcoa_c --> hdd2coa_c	nan	nan	nan	0.0
frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c	nan	nan	nan	0.0
atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c	nan	nan	nan	0.0
atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c	nan	nan	nan	0.0
adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c	nan	nan	nan	0.0
adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c	nan	nan	nan	0.0
adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c	nan	nan	nan	0.0
adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c	nan	nan	nan	0.0
4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c	24.4401503703	-15.9613866457	-15.9613866457	1.11098227219
atp_c + glc__D_c --> adp_c + g6p_c + h_c	24.4401503703	-15.7936945165	-15.7936945165	1.11098227219
atp_c + man_c --> adp_c + h_c + man6p_c	24.4401503703	-15.7936945165	-15.7936945165	1.11098227219
atp_c + fru_c --> adp_c + f6p_c + h_c	24.4401503703	-15.7985045874	-15.7985045874	1.11098227219
h_p + hxa_p <=> h_c + hxa_c	0.0	0.0	0.0	0.0
atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c	nan	nan	nan	0.0
h_p + hg2_c --> h_c + hg2_p	0.0	0.0	0.0	0.0
hg2_e <=> hg2_p	0.0	0.0	0.0	0.0
h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c	nan	nan	nan	0.0
h2o_c + hisp_c --> histd_c + pi_c	nan	nan	nan	0.0
atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c	nan	nan	nan	0.0
h_p + his__L_p <=> h_c + his__L_c	0.0	0.0	0.0	0.0
his__L_e <=> his__L_p	0.0	0.0	0.0	0.0
h2o_c + hkndd_c --> h_c + op4en_c + succ_c	nan	nan	nan	0.0
h2o_c + hkntd_c --> fum_c + h_c + op4en_c	nan	nan	nan	0.0
h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c	nan	nan	nan	0.0
4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c	24.4401503703	-15.653787096	-15.653787096	1.11098227219
h_p + hom__L_c --> h_c + hom__L_p	0.0	0.0	0.0	0.0
hom__L_e <=> hom__L_p	0.0	0.0	0.0	0.0
4h2opntn_c --> acald_c + pyr_c	5.43149067749	5.43153236749	-11.6833051672	1.50486603949
6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c	24.4401503703	-15.3956631115	-15.3956631115	1.11098227219
dhpppn_c + o2_c --> h_c + hkndd_c	nan	nan	nan	0.0
3hpppn_p + h_p <=> 3hpppn_c + h_c	0.0	0.0	0.0	0.0
3hpppn_e <=> 3hpppn_p	0.0	0.0	0.0	0.0
hpyr_c <=> 2h3oppan_c	2.47728448792	2.47719279345	2.47719279345	0.997582757377
h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c	-65.5091535624	-21.9895024811	-21.9895024811	0.566822681812
h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c	-65.5091535624	-19.5461660162	-19.5461660162	0.566822681812
hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c	67.9864380503	22.0008817233	22.0008817233	0.963789276767
atp_c + hom__L_c --> adp_c + h_c + phom_c	24.4401503703	-16.1127980181	-16.1127980181	1.11098227219
hom__L_c + succoa_c --> coa_c + suchms_c	-10.0738561594	-5.22650306021	-5.22650306021	3.13423909884
glu__L_c + imacp_c --> akg_c + hisp_c	0.0	-0.346038323054	-0.346038323054	0.0
h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c	nan	nan	nan	0.0
hxa_e <=> hxa_p	0.0	0.0	0.0	0.0
accoa_c + hxa_c --> ac_c + hxcoa_c	0.0	-0.0262667596103	-0.0262667596103	0.0
hxan_c + prpp_c --> imp_c + ppi_c	nan	nan	nan	0.0
h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c	nan	nan	nan	0.0
h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c	nan	nan	nan	0.0
2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p	nan	nan	nan	0.0
h2o_c + pyam5p_c --> pi_c + pydam_c	nan	nan	nan	0.0
hxan_e <=> hxan_p	0.0	0.0	0.0	0.0
hxan_p <=> hxan_c	0.0	0.0	0.0	0.0
h_e <=> h_p	0.0	0.0	0.0	0.0
icit_c + nadp_c <=> akg_c + co2_c + nadph_c	nan	nan	nan	0.0
chor_c <=> ichor_c	0.0	4.10651927609e-05	4.10651927609e-05	0.0
chor_c --> ichor_c	0.0	4.10651927609e-05	4.10651927609e-05	0.0
h2o_c + ichor_c --> 23ddhb_c + pyr_c	nan	nan	nan	0.0
icit_c --> glx_c + succ_c	2.74975286677	5.17880555807	-11.9360319767	1.86875844626
5dglcn_c + h_c + nadh_c <=> idon__L_c + nad_c	-65.5091535624	-21.9825782804	-21.9825782804	0.566822681812
5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c	-65.5091535624	-19.5392418155	-19.5392418155	0.566822681812
h_p + idon__L_p <=> h_c + idon__L_c	0.0	0.0	0.0	0.0
idon__L_e <=> idon__L_p	0.0	0.0	0.0	0.0
gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c	14.0004128502	-27.1889631536	-44.3038006884	195996.398621
eig3p_c --> h2o_c + imacp_c	nan	nan	nan	0.0
2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c	nan	nan	nan	0.0
akg_c + ile__L_c <=> 3mop_c + glu__L_c	0.0	1.20886588221	1.20886588221	0.0
atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c	nan	nan	nan	0.0
h_p + ile__L_p <=> h_c + ile__L_c	0.0	0.0	0.0	0.0
ile__L_e <=> ile__L_p	0.0	0.0	0.0	0.0
h2o_c + imp_c <=> fprica_c	nan	nan	nan	0.0
h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c	nan	nan	nan	0.0
imp_e <=> imp_p	0.0	0.0	0.0	0.0
h_c + indole_c --> h_p + indole_p	0.0	0.0	0.0	0.0
h_p + indole_p <=> h_c + indole_c	0.0	0.0	0.0	0.0
indole_e <=> indole_p	0.0	0.0	0.0	0.0
inost_p + na1_p --> inost_c + na1_c	0.0	0.0	0.0	0.0
h2o_c + ins_c --> hxan_c + rib__D_c	nan	nan	nan	0.0
atp_c + ins_c --> adp_c + h_c + imp_c	24.4401503703	-15.7934348002	-15.7934348002	1.11098227219
inost_e <=> inost_p	0.0	0.0	0.0	0.0
h_p + ins_p --> h_c + ins_c	0.0	0.0	0.0	0.0
h_p + ins_p <=> h_c + ins_c	0.0	0.0	0.0	0.0
ins_e <=> ins_p	0.0	0.0	0.0	0.0
ipdp_c <=> dmpp_c	-1.46169388042	-1.46169269052	-1.46169269052	2.9208458489
h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c	nan	nan	nan	0.0
3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c	65.5091535624	22.0078590806	22.0078590806	0.566822681812
3c2hmp_c <=> 2ippm_c + h2o_c	nan	nan	nan	0.0
2ippm_c + h2o_c <=> 3c3hmp_c	nan	nan	nan	0.0
3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c	nan	nan	nan	0.0
atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c	nan	nan	nan	0.0
isetac_e <=> isetac_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c	nan	nan	nan	0.0
kdo2lipid4_p --> kdo2lipid4_e	0.0	0.0	0.0	0.0
23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c	65.5091535624	19.5462477268	19.5462477268	0.566822681812
2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c	-65.5091535624	-19.5463253339	-19.5463253339	0.566822681812
acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c	nan	nan	nan	0.0
accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c	nan	nan	nan	0.0
aacoa_c + coa_c --> 2.0 accoa_c	-24.7995184835	-24.7599422452	-24.7599422452	1.965139881
3ohcoa_c + coa_c --> accoa_c + btcoa_c	-24.7995184835	-24.7310315499	-24.7310315499	1.965139881
3oocoa_c + coa_c --> accoa_c + hxcoa_c	-24.7995184835	-24.7340085808	-24.7340085808	1.965139881
3odcoa_c + coa_c --> accoa_c + occoa_c	-24.7995184835	-24.72818602	-24.72818602	1.965139881
3oddcoa_c + coa_c --> accoa_c + dcacoa_c	-24.7995184835	-24.72818602	-24.72818602	1.965139881
3otdcoa_c + coa_c --> accoa_c + ddcacoa_c	-24.7995184835	-24.72818602	-24.72818602	1.965139881
3ohdcoa_c + coa_c --> accoa_c + tdcoa_c	-24.7995184835	-24.72818602	-24.72818602	1.965139881
3ohodcoa_c + coa_c --> accoa_c + pmtcoa_c	-24.7995184835	-24.72818602	-24.72818602	1.965139881
ctp_c + kdo_c --> ckdo_c + ppi_c	nan	nan	nan	0.0
h2o_c + kdo8p_c --> kdo_c + pi_c	nan	nan	nan	0.0
ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c	nan	nan	nan	0.0
3dhgulnp_c + h_c --> co2_c + xu5p__L_c	nan	nan	nan	0.0
atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c	nan	nan	nan	0.0
h_p + k_p --> h_c + k_c	0.0	0.0	0.0	0.0
h_p + k_c --> h_c + k_p	0.0	0.0	0.0	0.0
k_e <=> k_p	0.0	0.0	0.0	0.0
colipa_p + uLa4n_p --> acolipa_p + udcpp_p	nan	nan	nan	0.0
h2o_c + lcts_c --> gal_c + glc__D_c	nan	nan	nan	0.0
h2o_p + lcts_p --> gal_p + glc__D_p	nan	nan	nan	0.0
LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c	nan	nan	nan	0.0
h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c	-65.5091535624	-21.9892837201	-21.9892837201	0.566822681812
LalaLglu_c + h2o_c --> ala__L_c + glu__L_c	nan	nan	nan	0.0
h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	nan	nan	nan	0.0
h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c	-67.9864380503	-24.4665682081	-24.4665682081	0.963789276767
h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c	-67.9864380503	-24.4665682081	-24.4665682081	0.963789276767
h_p + lcts_c --> h_c + lcts_p	0.0	0.0	0.0	0.0
lcts_e <=> lcts_p	0.0	0.0	0.0	0.0
h_p + lcts_p <=> h_c + lcts_c	0.0	0.0	0.0	0.0
lac__D_c + nad_c <=> h_c + nadh_c + pyr_c	65.5091535624	21.9897771949	21.9897771949	0.566822681812
lac__D_c + q8_c --> pyr_c + q8h2_c	nan	nan	nan	0.0
4mop_c + glu__L_c --> akg_c + leu__L_c	0.0	-1.21173088858	-1.21173088858	0.0
atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c	nan	nan	nan	0.0
h_p + leu__L_p <=> h_c + leu__L_c	0.0	0.0	0.0	0.0
leu__L_e <=> leu__L_p	0.0	0.0	0.0	0.0
gthrd_c + mthgxl_c --> lgt__S_c	nan	nan	nan	0.0
atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c	nan	nan	nan	0.0
colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e	nan	nan	nan	0.0
h_e + hdca_e + lipa_e --> h2o_e + halipa_e	nan	nan	nan	0.0
atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c	nan	nan	nan	0.0
lipa_p --> lipa_e	0.0	0.0	0.0	0.0
lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c	nan	nan	nan	0.0
1ddecg3p_p + h2o_p --> ddca_p + glyc3p_p + h_p	nan	nan	nan	0.0
1tdecg3p_p + h2o_p --> glyc3p_p + h_p + ttdca_p	nan	nan	nan	0.0
1tdec7eg3p_p + h2o_p --> glyc3p_p + h_p + ttdcea_p	nan	nan	nan	0.0
1hdecg3p_p + h2o_p --> glyc3p_p + h_p + hdca_p	nan	nan	nan	0.0
1hdec9eg3p_p + h2o_p --> glyc3p_p + h_p + hdcea_p	nan	nan	nan	0.0
1odecg3p_p + h2o_p --> glyc3p_p + h_p + ocdca_p	nan	nan	nan	0.0
1odec11eg3p_p + h2o_p --> glyc3p_p + h_p + ocdcea_p	nan	nan	nan	0.0
1agpe120_p + h2o_p --> ddca_p + g3pe_p + h_p	nan	nan	nan	0.0
1agpe140_p + h2o_p --> g3pe_p + h_p + ttdca_p	nan	nan	nan	0.0
1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p	nan	nan	nan	0.0
1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p	nan	nan	nan	0.0
1agpe161_p + h2o_p --> g3pe_p + h_p + hdcea_p	nan	nan	nan	0.0
1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p	nan	nan	nan	0.0
1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p	nan	nan	nan	0.0
1agpg120_p + h2o_p --> ddca_p + g3pg_p + h_p	nan	nan	nan	0.0
1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p	nan	nan	nan	0.0
1agpg141_p + h2o_p --> g3pg_p + h_p + ttdcea_p	nan	nan	nan	0.0
1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p	nan	nan	nan	0.0
1agpg161_p + h2o_p --> g3pg_p + h_p + hdcea_p	nan	nan	nan	0.0
1agpg180_p + h2o_p --> g3pg_p + h_p + ocdca_p	nan	nan	nan	0.0
1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p	nan	nan	nan	0.0
2ddecg3p_c + h2o_c --> ddca_c + glyc3p_c + 2.0 h_c	nan	nan	nan	0.0
2tdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdca_c	nan	nan	nan	0.0
2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c	nan	nan	nan	0.0
2hdecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdca_c	nan	nan	nan	0.0
2hdec9eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + hdcea_c	nan	nan	nan	0.0
2odecg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdca_c	nan	nan	nan	0.0
2odec11eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ocdcea_c	nan	nan	nan	0.0
2agpe120_c + pg120_c --> apg120_c + g3pe_c	nan	nan	nan	0.0
2agpe140_c + pg140_c --> apg140_c + g3pe_c	nan	nan	nan	0.0
2agpe141_c + pg141_c --> apg141_c + g3pe_c	nan	nan	nan	0.0
2agpe160_c + pg160_c --> apg160_c + g3pe_c	nan	nan	nan	0.0
2agpe161_c + pg161_c --> apg161_c + g3pe_c	nan	nan	nan	0.0
2agpe180_c + pg180_c --> apg180_c + g3pe_c	nan	nan	nan	0.0
2agpe181_c + pg181_c --> apg181_c + g3pe_c	nan	nan	nan	0.0
2agpg120_c + pg120_c --> apg120_c + g3pg_c	nan	nan	nan	0.0
2agpg140_c + pg140_c --> apg140_c + g3pg_c	nan	nan	nan	0.0
2agpg141_c + pg141_c --> apg141_c + g3pg_c	nan	nan	nan	0.0
2agpg160_c + pg160_c --> apg160_c + g3pg_c	nan	nan	nan	0.0
2agpg161_c + pg161_c --> apg161_c + g3pg_c	nan	nan	nan	0.0
2agpg180_c + pg180_c --> apg180_c + g3pg_c	nan	nan	nan	0.0
2agpg181_c + pg181_c --> apg181_c + g3pg_c	nan	nan	nan	0.0
2agpe120_c + h2o_c --> ddca_c + g3pe_c + h_c	nan	nan	nan	0.0
2agpe140_c + h2o_c --> g3pe_c + h_c + ttdca_c	nan	nan	nan	0.0
2agpe141_c + h2o_c --> g3pe_c + h_c + ttdcea_c	nan	nan	nan	0.0
2agpe160_c + h2o_c --> g3pe_c + h_c + hdca_c	nan	nan	nan	0.0
2agpe161_c + h2o_c --> g3pe_c + h_c + hdcea_c	nan	nan	nan	0.0
2agpe180_c + h2o_c --> g3pe_c + h_c + ocdca_c	nan	nan	nan	0.0
2agpe181_c + h2o_c --> g3pe_c + h_c + ocdcea_c	nan	nan	nan	0.0
2agpg120_c + h2o_c --> ddca_c + g3pg_c + h_c	nan	nan	nan	0.0
2agpg140_c + h2o_c --> g3pg_c + h_c + ttdca_c	nan	nan	nan	0.0
2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c	nan	nan	nan	0.0
2agpg160_c + h2o_c --> g3pg_c + h_c + hdca_c	nan	nan	nan	0.0
2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c	nan	nan	nan	0.0
2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c	nan	nan	nan	0.0
2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c	nan	nan	nan	0.0
nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c	67.9864380503	19.6219647889	19.6219647889	0.963789276767
h_c + lys__L_c --> 15dap_c + co2_c	nan	nan	nan	0.0
atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c	nan	nan	nan	0.0
h_p + lys__L_p --> h_c + lys__L_c	0.0	0.0	0.0	0.0
h_p + lys__L_c --> h_c + lys__L_p	0.0	0.0	0.0	0.0
lys__L_e <=> lys__L_p	0.0	0.0	0.0	0.0
lyx__L_c --> xylu__L_c	0.636058378937	0.633074996391	0.633074996391	0.891234087714
h_p + lyx__L_p --> h_c + lyx__L_c	0.0	0.0	0.0	0.0
lyx__L_e <=> lyx__L_p	0.0	0.0	0.0	0.0
lac__L_c + q8_c --> pyr_c + q8h2_c	nan	nan	nan	0.0
lac__L_c + mqn8_c --> mql8_c + pyr_c	nan	nan	nan	0.0
h_p + lac__L_p <=> h_c + lac__L_c	0.0	0.0	0.0	0.0
lac__L_e <=> lac__L_p	0.0	0.0	0.0	0.0
mnl1p_c + nad_c <=> f6p_c + h_c + nadh_c	58.9731340447	15.5288009141	15.5288009141	1.56731216007
h_c + malACP_c --> acACP_c + co2_c	nan	nan	nan	0.0
mal__D_c + nad_c --> co2_c + nadh_c + pyr_c	nan	nan	nan	0.0
2.0 h_p + mal__D_p --> 2.0 h_c + mal__D_c	0.0	0.0	0.0	0.0
mal__D_e <=> mal__D_p	0.0	0.0	0.0	0.0
accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c	nan	nan	nan	0.0
accoa_c + malt_c <=> acmalt_c + coa_c	-10.0738561594	-10.1155720871	-10.1155720871	3.13423909884
atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c	nan	nan	nan	0.0
malthx_e --> malthx_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c	nan	nan	nan	0.0
maltpt_e --> maltpt_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c	nan	nan	nan	0.0
malttr_e --> malttr_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c	nan	nan	nan	0.0
maltttr_e --> maltttr_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c	nan	nan	nan	0.0
malt_p + pep_c --> malt6p_c + pyr_c	-44.9599878709	-42.576801759	-42.576801759	1.78536504717
malt_e --> malt_p	0.0	0.0	0.0	0.0
2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c	0.0	0.0	0.0	0.0
3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c	0.0	0.0	0.0	0.0
mal__L_e <=> mal__L_p	0.0	0.0	0.0	0.0
gdp_c + h_c + man1p_c --> gdpmann_c + pi_c	nan	nan	nan	0.0
man6p_c <=> f6p_c	0.636058378937	0.628195479998	0.628195479998	0.891234087714
man6p_p + 2.0 pi_c --> man6p_c + 2.0 pi_p	0.0	0.0	0.0	0.0
man6p_e <=> man6p_p	0.0	0.0	0.0	0.0
mana_c + nad_c <=> fruur_c + h_c + nadh_c	58.9731340447	15.4479669821	15.4479669821	1.56731216007
manglyc_p + pep_c --> man6pglyc_c + pyr_c	-44.9599878709	-45.0049241226	-45.0049241226	1.78536504717
manglyc_e <=> manglyc_p	0.0	0.0	0.0	0.0
h2o_c + man6pglyc_c --> glyc__R_c + man6p_c	nan	nan	nan	0.0
man_p + pep_c --> man6p_c + pyr_c	-44.9599878709	-42.5767396143	-42.5767396143	1.78536504717
man_e <=> man_p	0.0	0.0	0.0	0.0
2mcit_c --> 2mcacn_c + h2o_c	nan	nan	nan	0.0
micit_c <=> pyr_c + succ_c	1.85485333123	4.28676722295	-12.8280703118	2.29045413588
h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c	nan	nan	nan	0.0
ACP_c + malcoa_c <=> coa_c + malACP_c	nan	nan	nan	0.0
cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c	nan	nan	nan	0.0
murein5p5p_p --> ala__D_p + murein5px4p_p	nan	nan	nan	0.0
murein5p5p_p --> alaala_p + murein5px3p_p	nan	nan	nan	0.0
murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p	nan	nan	nan	0.0
h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p	nan	nan	nan	0.0
h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p	nan	nan	nan	0.0
h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p	nan	nan	nan	0.0
h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p	nan	nan	nan	0.0
h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p	nan	nan	nan	0.0
h2o_p + murein4px4p_p --> murein4p4p_p	nan	nan	nan	0.0
h2o_p + murein3px4p_p --> murein4p3p_p	nan	nan	nan	0.0
h2o_p + murein5px4p_p --> murein5p4p_p	nan	nan	nan	0.0
h2o_p + murein4px4px4p_p --> murein4px4p4p_p	nan	nan	nan	0.0
mal__L_c + nad_c <=> h_c + nadh_c + oaa_c	65.5091535624	21.9969007207	21.9969007207	0.566822681812
mal__L_c + q8_c --> oaa_c + q8h2_c	nan	nan	nan	0.0
mal__L_c + mqn8_c --> mql8_c + oaa_c	nan	nan	nan	0.0
5mdru1p_c --> dkmpp_c + h2o_c	nan	nan	nan	0.0
mal__L_c + nad_c --> co2_c + nadh_c + pyr_c	nan	nan	nan	0.0
mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c	nan	nan	nan	0.0
2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c	nan	nan	nan	0.0
2p4c2me_c --> 2mecdp_c + cmp_c	1813.84752012	1818.63305643	1801.51821889	195996.398789
h_p + melib_p --> h_c + melib_c	0.0	0.0	0.0	0.0
h_p + melib_c --> h_c + melib_p	0.0	0.0	0.0	0.0
melib_e <=> melib_p	0.0	0.0	0.0	0.0
2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c	nan	nan	nan	0.0
atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c	nan	nan	nan	0.0
met__D_e <=> met__D_p	0.0	0.0	0.0	0.0
h2o2_c + met__L_c --> h2o_c + metsox_S__L_c	nan	nan	nan	0.0
h2o2_c + met__L_c --> h2o_c + metsox_R__L_c	nan	nan	nan	0.0
5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c	-77.0425207813	-77.0971195648	-77.0971195648	12.0373966792
atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c	nan	nan	nan	0.0
metsox_S__L_e <=> metsox_S__L_p	0.0	0.0	0.0	0.0
