cid,dG0_f
C17436,-1148.96
C17437,-1035.16
C17438, -921.37
C17439,-1566.63
C17440,-1642.92
C17441,-3481.09
C17442,     nan
C17443,-3773.29
C17444, -887.47
C17445, -786.71
C17446, -645.57
C17447,   56.46
C17449,-1553.42
C17450, -997.04
C17451, -997.04
C17452, -959.44
C17454, -532.94
C17455, -528.56
C17456, -690.69
C17458,-2731.05
C17459, -617.69
C17460, -396.35
C17461, -543.34
C17462,  -83.53
C17463,     nan
C17464,   17.13
C17465,-2646.95
C17466,-2646.95
C17467, -241.19
C17468,-2668.09
C17469,-2639.08
C17470,-2229.12
C17471, -669.62
C17472, -474.06
C17473, -668.83
C17474, -473.27
C17475, -855.78
C17476,-1325.47
C17477,-1083.48
C17478, -692.08
C17479, -441.58
C17480, -441.58
C17482, -211.20
C17483, -558.21
C17484,-1222.39
C17486, -215.83
C17487,-3773.29
C17488,  -18.58
C17489, -176.40
C17490, -176.45
C17491, -229.01
C17492, -187.68
C17493, -199.47
C17494,   16.90
C17495, -486.53
C17496, -472.60
C17497, -383.03
C17498, -230.78
C17499,   60.93
C17500,  -88.03
C17501,     nan
C17502,     nan
C17503,  -91.86
C17504,     nan
C17505,     nan
C17506,     nan
C17507,-1014.79
C17508,     nan
C17509,     nan
C17510,     nan
C17512,  -10.75
C17513,-2068.28
C17514,     nan
C17515,  -67.19
C17516,-3589.58
C17517,  -32.21
C17518, -110.98
C17519,-1669.08
C17520,     nan
C17521,-3105.19
C17522,-1123.31
C17523,-1280.40
C17524,-1110.13
C17525,-1070.06
C17526,-1677.17
C17527, -448.21
C17528,-2080.67
C17529,-1418.43
C17530, -329.46
C17531,-1795.53
C17532,     nan
C17533,  163.39
C17534,  125.95
C17535,  403.98
C17536,-3490.60
C17537,-3000.08
C17538,     nan
C17539,-2065.18
C17540,-2300.17
C17541,-2597.66
C17542,-2142.39
C17543,-2457.91
C17544,-1401.00
C17545,-2300.17
C17546,-2102.92
C17547,-1588.38
C17548,-1945.83
C17549,-2883.18
C17550,-3303.07
C17551,  -66.62
C17552,  -61.69
C17553,-1694.35
C17554, -400.45
C17555,-1852.88
C17556,  216.65
C17557,     nan
C17558, 1057.88
C17559, -395.51
C17560, -179.67
C17561, -157.10
C17562, -186.95
C17563,-1938.47
C17564,-1373.85
C17565,-2038.03
C17566, -233.46
C17567,     nan
C17568,  128.91
C17569,  356.50
C17570,  730.73
C17571,-1600.03
C17572,-1390.76
C17573,-1543.54
C17574, -683.71
C17575, -610.98
C17576, -808.14
C17577, -955.85
C17578, -831.42
C17579,-1507.91
C17580, -661.16
C17581, -637.88
C17582,-1150.66
C17583, -989.84
C17584,-1396.10
C17585,-1678.96
C17586,-1678.96
C17587,-2033.31
C17588,-1912.57
C17589,-1872.49
C17590, -899.35
C17591,     nan
C17592, -511.53
C17593,     nan
C17594,     nan
C17595,     nan
C17596,     nan
C17597,     nan
C17598,     nan
C17599, -999.41
C17600,-1735.32
C17601, -218.59
C17602, -218.59
C17603, -407.29
C17604, -216.37
C17605, -377.32
C17606, -398.74
C17607, -358.67
C17608, -398.74
C17609,  -61.09
C17610, -384.47
C17611,  -37.59
C17612, -317.33
C17614,-1241.20
C17615, -718.09
C17616, -736.95
C17617, -755.81
C17618, -736.95
C17619,  278.46
C17620, -409.85
C17621, -123.36
C17622,  -43.21
C17623,  -86.45
C17624,-2648.30
C17625,-3522.77
C17626,-4397.25
C17627,     nan
C17628,     nan
C17629,     nan
C17631,     nan
C17632,     nan
C17633,     nan
C17634, -837.86
C17635, -845.05
C17636, -915.17
C17637, -836.40
C17638,-1079.76
C17639,-1773.82
C17640,-1773.82
C17641,     nan
C17642,     nan
C17643,     nan
C17644, -670.31
C17645,     nan
C17646, -500.04
C17647, -670.31
C17649, -670.31
C17650, -670.31
C17651, -829.52
C17652,     nan
C17653,     nan
C17654, -659.26
C17655,     nan
C17656,     nan
C17657, -659.26
C17658, -329.78
C17659,     nan
C17660, -500.04
C17661, -500.04
C17662, -500.04
C17663, -166.66
C17664, -500.04
C17665, -163.98
C17666, -163.98
C17667, -670.31
C17668, -659.26
C17669,-1044.14
C17670,-1054.02
C17671, -360.60
C17672, -509.26
C17673, -355.66
C17674,-3257.40
C17675,-1592.38
C17676, -238.49
C17678,-1921.46
C17679,-2593.09
C17680,-3257.27
C17682,-1478.90
C17683,-1483.05
C17684,-1160.00
C17685,-1155.06
C17686,-1310.08
C17687, -500.04
C17689,-3361.45
C17690, -222.42
C17701,-1538.25
C17702,-1354.18
C17703,-1349.34
C17704,-1213.93
C17705,-1204.28
C17706, -837.03
C17707,-2406.48
C17708, -772.75
C17709, -616.31
C17710, -575.76
C17711, -419.33
C17712,-1912.57
C17713,     nan
C17714, -322.63
C17715, -294.78
C17716,  138.15
C17717,  121.08
C17718,     nan
C17719,     nan
C17720,  293.81
C17721,   40.02
C17722, -235.05
C17723, -122.75
C17724,  -48.33
C17725, -377.36
C17726, -670.31
C17727, -670.31
C17728, -201.81
C17729,  309.64
C17730, -247.69
C17731, -589.78
C17732,     nan
C17733, -553.92
C17734, -540.87
C17735, -553.92
C17737, -670.31
C17740,-3293.66
C17741,-3491.87
C17742, -377.60
C17743, -179.39
C17744, -183.60
C17745, -386.75
C17746, -381.81
C17747, -302.25
C17748, -505.40
C17749,-1292.12
C17750,-2008.43
C17751,-1294.37
C17752,-2136.08
C17753,-1051.33
C17754, -761.59
C17755, -240.99
C17756, -244.69
C17757, -732.59
C17758, -817.13
C17759,-1216.02
C17764, -576.03
C17765, -394.42
C17770, -828.52
C17771,-1026.11
C17772,-1759.20
C17773,-1759.20
C17774,-1759.20
C17775,-1609.12
C17776,-1609.12
C17777,-1609.12
C17778,-1184.55
C17779,-1699.09
C17780,-1699.09
C17781, -973.92
C17782, -181.76
C17783,  -19.27
C17784, -502.04
C17785, -680.03
C17786, -507.77
C17787,-1081.40
C17788,-1086.33
C17789, -266.41
C17790, -455.76
C17795, -266.41
C17796,  119.06
C17803, -594.28
C17808, -702.12
C17809,-1050.95
C17810, -814.68
C17811, -809.74
C17812,-1305.14
C17813,     nan
C17814,-1277.03
C17821, -379.97
C17822, -475.58
C17823, -475.58
C17824, -278.04
C17825, -380.39
C17826, -773.86
C17827,  175.28
C17834,-1866.45
C17840, -302.81
C17843,   -4.62
C17846, -381.43
C17847, -883.11
C17877,     nan
C17879, -278.37
C17881, -292.73
C17883, -193.66
C17890, -610.35
C17891, -366.52
C17898,     nan
C17899,     nan
C17900,     nan
C17901,   68.89
C17902,  276.57
C17903,   43.43
C17904, -519.82
C17912, -331.10
C17913, -183.63
C17914,   60.16
C17915,   36.88
C17916, -269.38
C17917, -407.32
C17918,-2426.03
C17919,-2737.70
C17920, -154.96
C17921,-2492.25
C17922,-1828.07
C17925, -446.69
C17926,  129.97
C17927,   86.61
C17928,  152.53
C17929,  152.53
C17930,  143.20
C17931,  260.67
C17932,  249.55
C17933,     nan
C17934,  432.05
C17935, -926.90
C17936,     nan
C17937,     nan
C17938,     nan
C17939, -478.69
C17940,-1243.58
C17941,-1289.71
C17942, -965.45
C17943,     nan
C17944,-1132.26
C17945,     nan
C17946,     nan
C17947,     nan
C17948,     nan
C17949,     nan
C17950,     nan
C17951,     nan
C17952,     nan
C17953,     nan
C17954,     nan
C17955,     nan
C17956,     nan
C17957, -903.41
C17958,-1063.93
C17959,-1854.79
C17960,-1236.61
C17961,-1236.61
C17962,     nan
C17963,-1563.77
C17964,  -67.51
C17965,  -71.85
C17966,  131.89
C17967, -556.99
C17968,-1231.20
C17969,-1234.10
C17970, -855.57
C17971,-1347.89
C17972,-1163.81
C17973,-1023.56
C17974,-1013.91
C17975, -673.38
C17976, -616.31
C17977, -616.31
C17978, -616.31
C17979, -665.37
C17980, -665.37
C17981,-1177.63
C17982, -993.55
C17983, -853.29
C17984, -512.76
C17985, -455.69
C17986, -455.69
C17987, -656.94
C17988, -675.13
C17989, -468.38
C17990, -419.33
C17991, -575.76
C17992, -656.94
C17993, -468.38
C17994, -412.36
C17995, -568.80
C17996, -649.97
C17997,-1628.91
C17998,-1606.36
C17999,-1694.09
C18000,-1232.77
C18001,-1062.50
C18002,-1536.36
C18003,-1742.30
C18004,-2237.33
C18005,-2127.58
C18006,     nan
C18007,     nan
C18008,     nan
C18009,     nan
C18010, -908.95
C18011,  -95.96
C18012, -550.27
C18013,     nan
C18014,-1055.44
C18015,     nan
C18016,     nan
C18017,  -30.96
C18018,   -7.68
C18019, -179.20
C18020, -202.48
C18021,     nan
C18022,     nan
C18023, -565.30
C18024, -768.45
C18025,   95.45
C18026,-3529.91
C18027, -212.00
C18028, -753.17
C18029,-2623.15
C18030,-2498.72
C18031,-2414.91
C18032,-2452.89
C18033,-2328.46
C18034,-2244.65
C18035,-2623.16
C18036, -269.76
C18037, -506.54
C18038, -279.86
C18039,     nan
C18040, -274.16
C18041, -154.67
C18042, -177.95
C18043, -642.06
C18044, -810.83
C18045, -313.44
C18046,     nan
C18047,     nan
C18048, -908.35
C18049,     nan
C18050,-2409.32
C18051,-1789.25
C18052,     nan
C18053, -650.51
C18054, -647.61
C18055,-1722.40
C18056,  305.30
C18058,     nan
C18059,-1507.62
C18060,-1722.40
C18061,     nan
C18062,-1174.60
C18063,     nan
C18064,     nan
C18066, -212.00
C18067, -455.59
C18068,-1568.09
C18069, -291.51
C18070, -900.96
C18071, -886.15
C18072,-1495.60
C18073,-1490.66
C18075, -313.44
C18076,-2080.17
C18077, -515.18
C18078, -235.77
C18079, -243.36
C18080,   62.47
C18081,   -0.47
C18082,   -0.47
C18083,   62.47
C18084,  172.57
C18085,   -5.41
C18086,     nan
C18087,     nan
C18088,     nan
C18089,     nan
C18090, -165.86
C18091,  -20.82
C18092,-2498.72
C18093,  121.33
C18094,-2987.11
C18095,-1167.51
C18096,-1756.19
C18097,-1174.47
C18098, -472.21
C18099, -250.90
C18100, -268.74
C18101, -268.74
C18102, -268.74
C18103, -286.59
C18104,  176.70
C18105,  158.85
C18106,  158.85
C18107,  141.01
C18108,  141.01
C18109,  141.01
C18110,  141.01
C18111,  123.17
C18112,  123.17
C18113,  105.32
C18114,  189.58
C18115,  153.90
C18116,  171.74
C18117,  171.74
C18118,  171.74
C18119,  171.74
C18120,  153.90
C18121,  153.90
C18122,  153.90
C18123,  136.05
C18124, -175.04
C18125,     nan
C18126,     nan
C18127,     nan
C18128,     nan
C18129,     nan
C18130,     nan
C18131, -197.30
C18132, -223.71
C18133, -459.90
C18134, -201.63
C18135, -257.76
C18136,-1946.95
C18137,  137.92
C18138,  137.92
C18139,  150.58
C18140,  150.58
C18141,   29.05
C18142, -651.40
C18143,     nan
C18144,     nan
C18145, -128.28
C18146, -207.47
C18147,  -12.26
C18148,  101.11
C18149,   -6.89
C18150,  139.95
C18151,     nan
C18152,     nan
C18153,     nan
C18154,     nan
C18155,     nan
C18156,     nan
C18157,     nan
C18158,  -54.79
C18159,     nan
C18160,     nan
C18161,     nan
C18162,     nan
C18163,     nan
C18164,     nan
C18165, -362.25
C18166, -412.38
C18167, -808.80
C18168,     nan
C18169,     nan
C18170, -270.46
C18171, -308.63
C18172, -334.08
C18173, -149.41
C18174, -341.05
C18175,  -95.08
C18176,     nan
C18177,    9.80
C18178, -214.48
C18179, -214.48
C18180, -304.43
C18181,     nan
C18182,     nan
C18183,     nan
C18184,     nan
C18185,     nan
C18186,     nan
C18187,     nan
C18188,     nan
C18189,     nan
C18190,     nan
C18191,-1708.38
C18192,   54.92
C18193,   61.88
C18195,   83.59
C18196,   83.59
C18197,     nan
C18198,     nan
C18199,     nan
C18200,     nan
C18201,     nan
C18202, -218.84
C18203,  125.26
C18204,  112.60
C18205,  112.60
C18206, -197.94
C18208,     nan
C18209,     nan
C18210,     nan
C18211,  262.74
C18212, -106.64
C18213, -106.64
C18214,  -13.05
C18215, -297.60
C18216, -451.97
C18217, -724.92
C18218, -417.04
C18219,   -2.64
C18220,   37.43
C18221,  105.65
C18222,  145.72
C18223,     nan
C18224,     nan
C18225,  262.74
C18226,  203.77
C18227,  262.74
C18228,  262.74
C18229,   88.67
C18230, -490.15
C18231, -449.82
C18232, -555.52
C18233,     nan
C18234,     nan
C18235,-1865.16
C18236,   46.90
C18237,     nan
C18238, -461.64
C18239,     nan
C18240, -181.42
C18241, -500.68
C18242, -660.65
C18243, -719.36
C18244, -816.43
C18245,     nan
C18246,  -69.03
C18247,  -68.68
C18248,  -36.82
C18249,  -81.45
C18250, -107.91
C18251, -107.91
C18252, -369.26
C18253,  -35.43
C18254,     nan
C18255,  -81.45
C18256, -388.02
C18257,    7.19
C18258,    7.19
C18259,  100.18
C18260,  -98.03
C18261, -102.97
C18262,     nan
C18263, -107.91
C18264, -107.91
C18265,     nan
C18266,     nan
C18267,     nan
C18268,   95.24
C18269, -658.12
C18270,    8.62
C18271, -259.08
C18272, -259.08
C18273,     nan
C18274,     nan
C18275,   36.68
C18276,   36.68
C18277, -279.20
C18278,  -17.84
C18279,  -17.84
C18280,  -17.84
C18281,  338.13
C18282,   54.63
C18283,   54.63
C18284,    8.62
C18285,    8.62
C18286,     nan
C18287,     nan
C18288,     nan
C18289,     nan
C18290,     nan
C18291,     nan
C18292,     nan
C18293,     nan
C18294,     nan
C18295, -793.89
C18296,-1159.92
C18297,     nan
C18298,-1007.50
C18299,     nan
C18300,   83.37
C18301, -397.03
C18302, -322.93
C18303, -496.51
C18304, -596.04
C18305, -695.19
C18306, -695.97
C18307, -776.19
C18308, -674.70
C18309, -656.49
C18310, -699.12
C18311, -655.71
C18312, -776.19
C18313,     nan
C18314,-1001.65
C18315, -291.40
C18316, -262.43
C18317, -490.40
C18318, -680.20
C18319, -333.88
C18320,  129.64
C18321, -807.57
C18323,-3453.62
C18324,-3529.91
C18325, -235.01
C18326, -130.42
C18327,     nan
C18328,     nan
C18329,     nan
C18330,     nan
C18331,     nan
C18332,     nan
C18333,     nan
C18334,     nan
C18335,     nan
C18336,     nan
C18337,     nan
C18338, -950.76
C18339,-1545.68
C18340,-1670.07
C18341,-1670.07
C18342, -817.47
C18343, -266.35
C18344,-1039.06
C18345,-1006.51
C18346, -616.93
C18347,-1209.43
C18348,-1214.37
C18349,-1407.85
C18350,   19.35
C18351, -273.30
C18352, -224.70
C18353,     nan
C18354, -788.58
C18355,     nan
C18356, -761.03
C18357,     nan
C18358,-1025.11
C18359,     nan
C18360, -821.96
C18361, -251.86
C18362,     nan
C18363, -175.40
C18364,  -34.08
C18365, -210.29
C18366,     nan
C18367,     nan
C18368,     nan
C18369, -107.69
C18370,     nan
C18371,  153.05
C18372,  594.55
C18373, -336.41
C18374, -337.95
C18375, -543.10
C18376,   35.56
C18377,  183.60
C18378, -896.24
C18379, -350.49
C18380, -458.18
C18381,     nan
C18382,  -56.51
C18383,     nan
C18384, -350.49
C18385,     nan
C18386,  -65.24
C18387,     nan
C18388,  417.03
C18389,  162.88
C18390, -619.61
C18391,     nan
C18392,     nan
C18393,  232.21
C18394,     nan
C18395,     nan
C18396,   46.29
C18397,     nan
C18398,     nan
C18399, -875.38
C18400,     nan
C18401,     nan
C18402,     nan
C18403,     nan
C18404,     nan
C18405,     nan
C18406,     nan
C18407,     nan
C18408, -299.12
C18409, -195.98
C18410,  -60.41
C18411, -116.02
C18412,     nan
C18413, -103.49
C18414,   71.98
C18415,  -26.63
C18416,  132.37
C18417,  354.11
C18418,  179.16
C18419,  -25.15
C18420,  347.93
C18421,  114.70
C18422,     nan
C18423,  290.86
C18424,     nan
C18425,  187.02
C18426, -483.71
C18427,  198.69
C18428,   11.11
C18429, -590.73
C18430, -653.54
C18431, -240.91
C18432,     nan
C18433,  117.00
C18434, -607.79
C18435,   97.07
C18436,     nan
C18437, -805.53
C18438,     nan
C18439, -275.67
C18440,     nan
C18441, -193.03
C18442,     nan
C18443, -178.53
C18444,     nan
C18445,  -45.90
C18446, -229.75
C18447,  -27.78
C18448,  -27.78
C18449,     nan
C18450,     nan
C18451,  189.58
C18452,     nan
C18453,-1010.06
C18454,     nan
C18455,  285.84
C18456,     nan
C18457,     nan
C18458,     nan
C18459,     nan
C18460,     nan
C18461,     nan
C18462,  -69.32
C18463,   79.64
C18464,  110.28
C18465,   -2.25
C18466,     nan
C18467,   58.35
C18468,     nan
C18469,     nan
C18470,  -93.64
C18471,     nan
C18472, -232.02
C18473, -433.14
C18474,     nan
C18475,     nan
C18476,     nan
C18477,     nan
C18478,   32.93
C18479,     nan
C18480,    3.40
C18481,     nan
C18482,     nan
C18483,  246.05
C18484, -232.16
C18485, -322.62
C18486, -645.67
C18487,     nan
C18488, -342.93
C18489,     nan
C18490,     nan
C18491,     nan
C18492,     nan
C18493,  301.37
C18494,     nan
C18495, -179.29
C18496,     nan
C18497,     nan
C18498, -296.81
C18499, -175.56
C18500, -218.00
C18501,     nan
C18502,  -52.50
C18503,     nan
C18504,     nan
C18505,  -53.69
C18506,  -85.76
C18507,  306.65
C18508,  190.07
C18509,   21.47
C18510, -349.96
C18511,  340.72
C18512,  325.26
C18513,  290.94
C18514,     nan
C18515, -159.42
C18516, -245.21
C18517, -136.20
C18518,   56.49
C18519, -185.21
C18520,  125.12
C18521,  276.50
C18522, -377.70
C18523,  257.72
C18524,  -68.61
C18525, -179.75
C18526,   25.43
C18527, -413.84
C18528, -424.65
C18529, -410.72
C18530, -291.58
C18531, -100.87
C18532,     nan
C18533,   48.71
C18534, -118.53
C18535, -452.13
C18536,    6.53
C18537,  316.67
C18538, -372.43
C18539, -230.01
C18540, -282.15
C18541, -537.11
C18542,  309.71
C18543,     nan
C18544,     nan
C18545,     nan
C18546,  294.87
C18547,  251.16
C18548,  -64.40
C18549, -255.01
C18550,     nan
C18551, -359.94
C18552,     nan
C18553, -368.45
C18554,     nan
C18555,     nan
C18556,     nan
C18557, -666.41
C18558, -200.76
C18559, -143.45
C18560, -264.33
C18561,     nan
C18562, -148.52
C18563,     nan
C18564,-1162.49
C18565,-1162.49
C18566,     nan
C18567,     nan
C18568,  240.82
C18569, -162.67
C18570,     nan
C18571,  127.99
C18572,  246.61
C18573,  397.89
C18574,  -56.22
C18575,  263.83
C18576,     nan
C18577,  233.39
C18578,  312.79
C18579,  314.41
C18580,     nan
C18581,     nan
C18582,  204.54
C18583, -169.22
C18584, -217.76
C18585,   13.64
C18586,     nan
C18587,     nan
C18588, -355.43
C18589,  165.54
C18590,  438.63
C18591,  214.88
C18592, -248.66
C18593, -186.74
C18594,  232.64
C18595, -364.91
C18596,  444.10
C18597, -449.46
C18598, -182.45
C18599,  134.12
C18600, -360.11
C18601, -165.80
C18602,     nan
C18603,   72.81
C18604,  351.62
C18605, -142.04
C18606,     nan
C18607, -524.63
C18608, -415.01
C18609, -167.76
C18610,-2089.18
C18611, -226.23
C18612, -977.65
C18613,     nan
C18614,     nan
C18615, -220.22
C18616,     nan
C18617,     nan
C18618,     nan
C18619, -154.79
C18620, -390.97
C18621, -300.90
C18622, -411.97
C18623, -222.75
C18624,  -70.00
C18625, -219.71
C18626, -403.87
C18627,   18.39
C18628,     nan
C18629, -856.66
C18630,-1052.38
C18631,-1075.66
C18632,-1278.81
C18633,     nan
C18634,-1174.00
C18635,-1510.82
C18636,-2646.43
C18637,-1677.38
C18638,-1654.10
C18639,-1616.54
C18640,-1377.15
C18641,-1405.15
C18642,-1242.04
C18643,-2414.91
C18644,     nan
C18645,  118.49
C18646,   89.26
C18647,     nan
C18648,     nan
C18649,  205.71
C18650,  111.47
C18651,  193.36
C18652,  135.56
C18653,   85.59
C18654,     nan
C18655,     nan
